Timestamp,Internal_Temperature_C,Feed_Flow_m3h,Column_Pressure_kPa
2026-06-19 04:00:00,181.2417853825281,26.119484349268802,100.48978607003075
2026-06-19 04:01:00,179.65433924707204,25.739706946330216,101.12657759514137
2026-06-19 04:02:00,181.61922134525173,25.04770429593614,100.34909609480005
2026-06-19 04:03:00,183.80757464102007,24.48245057783554,100.93044616443315
2026-06-19 04:04:00,179.41461656319166,25.558578650890873,99.02766239965545
2026-06-19 04:05:00,179.41465760762705,25.3147883083374,101.55595244884752
2026-06-19 04:06:00,183.94803203876847,25.716154576022184,101.30144657043466
2026-06-19 04:07:00,181.91858682288228,25.508137441345575,100.31949364271817
2026-06-19 04:08:00,178.82631403516262,25.839642172255466,102.09109480211889
2026-06-19 04:09:00,181.35640010896492,24.571811830751546,102.42508416515187
2026-06-19 04:10:00,178.84145576796885,26.053915252507462,99.37092816275722
2026-06-19 04:11:00,178.83567561607435,25.15807968375392,100.38473026572053
2026-06-19 04:12:00,180.6049056789151,26.660208698100213,100.37702918025524
2026-06-19 04:13:00,175.2167993883555,24.448649745528346,100.17211627866936
2026-06-19 04:14:00,175.68770541871743,26.3887710425322,102.29536981031809
2026-06-19 04:15:00,,25.158328626770118,101.06740863347264
2026-06-19 04:16:00,,24.47886559710844,100.98258219042727
2026-06-19 04:17:00,,24.612891332756544,98.8953651627119
2026-06-19 04:18:00,,24.743722153444544,102.06250163625107
2026-06-19 04:19:00,,25.339332757121532,99.81288992617583
2026-06-19 04:20:00,183.66412192230388,25.4182683904284,101.37191915631959
2026-06-19 04:21:00,179.43555924878365,24.541039996849136,101.63285232554983
2026-06-19 04:22:00,180.16882051171982,24.980516326191214,102.93279031500637
2026-06-19 04:23:00,176.43812953446636,26.71381628688949,99.72941552105706
2026-06-19 04:24:00,178.63904318868705,26.382034536080567,97.676585413015
2026-06-19 04:25:00,180.27730647427467,25.349058935739226,101.52061945370443
2026-06-19 04:26:00,177.12251605644425,25.03040278253456,103.46061341781302
2026-06-19 04:27:00,180.93924504586417,25.096025061374608,102.78673562352732
2026-06-19 04:28:00,178.49840327520297,25.490814378184332,101.55159129832956
2026-06-19 04:29:00,179.27076562551682,24.181765947841274,100.71003657724154
2026-06-19 04:30:00,178.4957334694265,24.794098770061325,102.26854711596476
2026-06-19 04:31:00,184.63069546127235,23.665132740897928,100.13174456035463
2026-06-19 04:32:00,179.96625693815517,25.319378498084223,101.87162932322747
2026-06-19 04:33:00,177.35572267761026,25.517756751762192,101.90656419099994
2026-06-19 04:34:00,182.05636228025799,24.613450830160502,102.57225188899865
2026-06-19 04:35:00,176.94789087507243,26.259189410632025,104.61159204669329
2026-06-19 04:36:00,180.5221589875119,24.019387469598126,101.77089916061452
2026-06-19 04:37:00,175.10082469030056,23.828500095832144,100.689243649151
2026-06-19 04:38:00,176.67953487775392,25.179561454847978,101.2693108253696
2026-06-19 04:39:00,180.4921530896728,25.837678642089724,99.17710891413306
2026-06-19 04:40:00,181.84616644998852,26.347142153166295,100.46634424269313
2026-06-19 04:41:00,180.42842070297493,24.63289258970485,100.80886107426427
2026-06-19 04:42:00,179.7108792940294,25.862944666745037,100.67109392247849
2026-06-19 04:43:00,179.24724076102677,24.969193224399433,101.48282584644046
2026-06-19 04:44:00,176.30369502408143,24.861898160047343,100.31309608114135
2026-06-19 04:45:00,178.20038947901324,25.70692794998934,102.64523680078936
2026-06-19 04:46:00,178.84840307260052,25.521858302730735,101.30024847790183
2026-06-19 04:47:00,182.6428055655473,23.7388862744126,101.28883961463366
2026-06-19 04:48:00,180.85904572392116,26.181232279780716,100.9065263401845
2026-06-19 04:49:00,175.59239961159315,26.10407308331796,101.48622882063077
2026-06-19 04:50:00,180.81020992348698,24.499549838792376,102.29011791760117
2026-06-19 04:51:00,179.0372942989592,25.316642826749927,100.25944374114691
2026-06-19 04:52:00,178.3076949992351,25.39522414902619,100.51026021310969
2026-06-19 04:53:00,181.52919072210216,25.208539012659127,100.93552876546799
2026-06-19 04:54:00,182.57749880623987,24.559755876923663,99.68495489183213
2026-06-19 04:55:00,182.3282002977905,24.46270130564956,100.3168905683342
2026-06-19 04:56:00,177.9019561919434,24.979556743206842,100.72853495174641
2026-06-19 04:57:00,179.22696906037197,25.93818321540749,102.34926701685526
2026-06-19 04:58:00,180.82815857850892,25.434880123675544,101.61507359480231
2026-06-19 04:59:00,182.4388628178059,24.703508534331114,101.53230789364105
2026-06-19 05:00:00,178.80206440538677,25.617358968518676,102.32107755460156
2026-06-19 05:01:00,179.53585255834045,22.72116590349594,101.13515385392073
2026-06-19 05:02:00,177.23416256498493,25.919012560297684,101.76855781991466
2026-06-19 05:03:00,177.00948343979832,23.60822897697752,101.176133896481
2026-06-19 05:04:00,182.0313145559855,24.710047246877494,101.61843481927956
2026-06-19 05:05:00,183.39060007142706,24.104264084299086,100.6006896108661
2026-06-19 05:06:00,179.81997469604917,23.964254819423275,98.37341941006828
2026-06-19 05:07:00,182.50883224473006,25.928661429902817,101.13886500537643
2026-06-19 05:08:00,180.90409006261908,24.625839038950488,103.00729776331993
2026-06-19 05:09:00,178.38720061348718,25.277203105384572,102.41145848268991
2026-06-19 05:10:00,180.90348901377104,24.962463536896653,102.4584769815094
2026-06-19 05:11:00,183.84509141616493,25.381632661778497,102.78335686616745
2026-06-19 05:12:00,179.91043490222512,25.061457512848204,101.40638910915372
2026-06-19 05:13:00,183.91160913953502,23.973606220649145,101.53677884888671
2026-06-19 05:14:00,173.45063723977563,25.79701345555771,100.55881772547878
2026-06-19 05:15:00,182.05475626093806,24.60499473347095,100.92071257276754
2026-06-19 05:16:00,180.21761767059542,23.754734481072198,102.03892537972537
2026-06-19 05:17:00,179.25248162383534,24.65750787122727,102.74466132460257
